Text,Sentiment
Because he t understand There is as an asset there is as a payment network The payment network alone operate more efficiently with less fee than like western Union It also is more secure and transparent than SWIFT Buffer should ask himself how much went into SWIFT and that s pretty much the cost basis of as a payment network is like fiat except it is more neutral and universal than majority of fiat out there,1
Going to crash lively,-1
is going to become a worse version of i e not enough pump but still the same dump Reason because logic,-1
is the future Plain and simple Buy or perish,1
I t invest in when it because it was a much option than other at the time t make sense to invest into something that is Almost all are going to go up in a bull market I don t feel bad at all for not in Not one bit,-1
Just buy real gold instead of the version no real purpose,-1
to is a loss But then to is another loss It can always get worse,-1
Don t dwell on much cause that is how you become homeless,-1
is going to win Traditional finance is obsolete Hey let s only trade during business Hey I can move this without permission,1
coin shit coin nothing,-1
The record we t need,-1
I m actually excited because I had cash on the side for like this,1
Can t go wrong with,1
Don t hit me but They don t really have an utility and it s too easy getting them by,-1
Tether It s sort of an open secret they don t have enough funds it will crash eventually and it s going to take everything down big time,-1
Luna is going to be the easiest X this year It s a fully ecosystem in a box Soon these are going to be about missing the boat,1
Green energy is already widely used for mining finance yahoo news green energy sustainable future According to a recent report have already been of their total electricity through sustainable or renewable For the of the council the usage is even better,1
The main point is that any ability to give you access to cash,-1
is a character in reverse It from the poor and to the rich Gas Pure extortion and only a matter of time before the alt close in on,-1
You will NOT loose it all don t bring up LUNA Excuse me while I kiss the sky but Don t bring up LUNA As a matter of fact BRING IT THE UP It s the perfect example of how a top coin can be in days and why hold no matter what it s just stupid is for,-1
Also your is your Government cannot take it from you,1
Its really good most secure and most chain Other might look good because they sacrifice decentralization for which is useful for a lot of people until it,1
Same I spent that were high and now I get another run at it,1
Dont worry k end of June,1
They re moving from scheme to cult real fast it s like for dude,-1
Love it Keep on filling at bargain bin,1
Such negativity up well It often with the simply because trade but there are times of divergence It a bearish this year so it is hedging It s not a magical hedge but it s a very strong unhacked financial network with a finite supply dominance over other been rising again As runaway inflation fiat naturally will hedge to a degree It historically been more volatile though so you can t depend on it as a short term,1
are going down is going down but the power of dollar is down and is still in between you can see mass adoption of in future,1
is probably the best coin we have Change my mind,1
is and doesnt deserve to be biggest alt,-1
Bullish on DOT,1
Given that is fundamentally deflationary and limited in supply it for a terrible currency Currency s purpose is not be an investment but to facilitate trade Deflationary always gain value due to limited supply which people will just sit on them instead of with them Inflationary on the other hand people to use them for goods or as they are actively losing value,-1
Laugh all you want but it s practically inevitable that a coin will take over as the world exchange currency It would take a pretty big reversal at this point for it to not be but I suppose it s possible,1
yeah pretty much this other definitely have technology kudos to their but so many brilliant or excited people working on it At least x the number of and that might be conservative So and layers on are likely here to stay for some time and be a proving ground testing ground for for a while It does not mean that other are not going to thrive quite the contrary Just don t expect to suddenly become null soon,1
It was backed by LUNA until it t The project why people are Do s AGAIN Fool me once shame on Do fool me twice not happening,-1
I plan to invest a small amount every month,1
I am more,1
We all like VET,1
Right is by far the leader when in comes to I strongly believe in this coin,1
is outdated,-1
The network is a disaster Constantly I can t even send SOL to my wallet because it failing,-1
This is the way Buy low Buy high The only time I sell is when I spend it on something,1
So many are worse for the environment than it just like this statement is used as a default disagreement against,1
Harmony one fly if there is ever a next bull market Otherwise just buy and stack,1
I believe this good luck to me The newness of is a way of seeing that never been seen on other before Equilibrium for instance a very low interest rate for borrowing not to talk of the low collateral,1
Investigate the stock to flow model if you re new You t want to bet against a M It s really not if but when above M I d say around The real question is what will the power of M be in,1
All Are Bad,-1
It been my gold stable for now and I am really with it I tested their exchange mechanism and picked up some gold to verify the being burned in that process,1
literally security On the order of times greater than the world s,1
Daddy is indeed the King,1
If it s supposed to act as a currency it at it,-1
go back up this is what you call the view from halfway down,1
There been three fraudulent scam from Do and the team Basic Coin look it up his first where people lost everything Luna v UST and now the Luna v scam This guy is going to ruin for everyone This is one case where the Do and need to be accountable and made an example out of hopefully,-1
I still see a completely speculative instrument I hesitate to call it an asset with no underlying value other than the technology upon which it of which could be adopted rather quickly by the Federal Reserve Banking system I see an unregulated market that is likely to face more and more regulation both domestically and internationally as we move forward,-1
Still bullish on canary chain also,1
Can t go wrong with and,1
proven itself in a real operational environment I can t stress this enough It is also safe from the SEC,1
Macro economics are looking like The only thing you re looking at is a bull trap,-1
It s a pretty easy win just hold it till next and you re literally a x at current,1
It s like the only stable thing on stable is the name They go yeah it s not really pegged to a dollar but too many t care about it,-1
is a lot of right now It s a doomsday currency it s an inflation hedge it s a speculative asset it s central banking hedge it s a technology play plus hundred more All of are of its price and value People buy sell and hold for different You can t look at it and say why is it dropping due to inflation it s a hedge against inflation Also you can t say it s a hedge against central because monetary policy and central is in probably one of the worst it s been in a while Yet t at an all time high is wearing many right now don t let anyone tell you it s not any one of a number of different,1
Open your Don t give your funds to,-1
Buy There was a dip,1
is secure Ls built on top of a SECURE network everything you as better in those other that are not even near money,1
is Great but is the Way,1
I agree This is why I am holding most of my in I believe in and use with technology,1
Did they cash out What I have a hard on for but I m pretty sure most are made to jump on the train,-1
Well I fully believe is here to stay so I m happy I can increase my position on and,1
Link is good and cheap right now I been increasing my chain link position lately,1
Good,1
You have understanding level Nobody how many there are I m on level is the most beautiful invention ever,1
I don t like at all,-1
As a developer yes it s good in large part because of its first mover advantage the and most active community of by a factor of I would estimate This is a massive advantage for any technology platform It there is great documentation and that make it easy to learn and build with Got an obscure question about the feature you re building There s probably some help guide Stack Overflow post or tutorial to answer it And that massive developer community also it much easier for and to hire who already have experience and for any new again they can often just the answer That s probably not what you to hear You likely some analysis of or chose the most logical for a lightweight layer system with and excellent layer for high transaction throughput And because they have been on that goal longer than any other project they are by far the most reliable robust and smart contract platform available,1
Let s go,1
It s great to get for heating a swimming pool or a house but that s just a bonus If you mine and only look in I think it turn out to be a great investment,1
Not a chance the dumping will just get worse No burning going on either circulation supply t by coin,-1
DOT is the real deal with bank level security and stability was essentially a copy of DOT to test new in a real world and real economic environment before on DOT It ensure DOT always smooth and never goes down or security Most of the on DOT will also have a sister network on that will essentially do the same thing but will get new and first It s also to use in general is turning into an art and gaming hub because of this which is really cool So moonbeam Parallel are just the DOT sister Same building them the will just have more than the DOT,1
It s a scheme Just because no one person or entity is it t mean it t have the hallmark of a scheme Do come from anywhere else but new That is the only question to establish whether or not it s a scheme Some of them do promise large And the rest while they may not directly promise it certainly insinuate it Chanting have fun poor is an indirect way of that you KNOW it will go up leaving poor The entire doctrine that s is the philosophy that you WILL make large if you hold long enough Don t play dumb If it s not direct it s everything short of that The entire subculture is built on it And of course they do try to attract new Why is there advertising in the Super Bowl On Wall Street In stadium Why do they try to orange pill and family,-1
If only they knew that is starting to take off today,1
How many times do people have to get burned before they learn not to trust this guy,-1
I m pretty sure most of the on the are an pump and dump,-1
A brand new to buy monkey,-1
So many destroy this planet faster than mining But we don t hear about it a little bit more energy and everybody is up with,1
Gold I still don t understand how it so much value for what it is,-1
Ten ago I put my down payment money into instead of real estate It s up about X s price to grow at a very rapid rate long term average You see there were good for s rapid rise Most of those still exist In fact today there are even more good than there were or ago It is reasonable to expect the long term average growth rate of to stay very high for the foreseeable future Real estate significant holding maintenance insurance sometimes interest Real estate t very liquid and it extremely high transaction Ultimately the price of real estate and is limited by For example in the long run people can t pay more for mort rent than they earn Realistically they might be able to afford or percent of their net income for a place to live Thus real estate are limited by in the long run tend to barely keep up with inflation Looking at long term historical data such as Case for popular real estate we see in fact that real estate barely track the rate of inflation especially when the significant holding are properly for no such limit no holding is liquid are typically very little s price been more than doubling every year long term average and as before can reasonably be to its rapid ascent Real estate is currently in a bubble as by the price to income The current bubble will pop as the prior bubble eventually had to pop Real estate is down can be taken with you to anywhere in the world Real estate is a sitting duck for higher Real estate can be When the private are properly cannot be Knowing all this a person would be a total idiot to purchase real estate instead of in said that I do plan on eventually a small fraction about or percent of my to buy my dream home and to pay for it with but still end up sitting on a serious stack of I have zero for in instead of real estate and I never will,1
Exactly remember the party is just getting Join before its too late,1
To be fair a guy on this sub made a guide on how to make a and literally it and it So I m not at this point,-1
Full audit of too,-1
You think Will keep rising with An infinite percentage One Day IT Will crash and Stay down,-1
The creator is a shady like Do,-1
The sooner this trash the better Sun,-1
Not trust this horrific guy and never invest on LUNA ever,-1
useless ghost chain that will be dead in a few no one about besides,-1
You keep this t make it true Doge won t have the like because t have an endless supply,-1
I have my since I have bought and sold of other but have never sold my As long as you re not immediate riches and can tolerate some paper go for it,1
There been three fraudulent scam from Do and the team Basic Coin look it up his first where people lost everything Luna v UST and now the Luna v scam This guy is going to ruin for everyone This is one case where the Do and need to be accountable and made an example out of hopefully,-1
No making fake no That s why is king,1
Tell them about currency so they can invest in when they go back,1
There is no demand tho no actual value,-1
is giving us an avenue to not just be in the financial world,1
Massive ecosystem Pretty much all and a of in are on and pretty much all on other are of what been on which a lot Just look at the top how many of them are on A majority Decentralization and safety could have lower by sacrificing decentralization like many other do but they don t skimp on these and in doing so they put safety first And even if did sacrifice decentralization it only goes so far and it is something all will face once increase Solution to the trilemma solution is and are being right now and will drastically decrease will plummet them even further whenever it The future is that people don t use layer on but use the on Layer you can preview this by on withdrawing onto still quite high while in beta and use on Curve Finance just like you would with Layer or Avalanche,1
I m in since and so far I found no Transfer of money is the only that comes to mind And Well that so far only cost me money,-1
It s not safe We could lose this week and take to recover Or it could take a month Heck we just had a drop Usually when people say safe they are to lack of volatility Consistent and limited most definitely is not that,-1
Why would help It s value is shockingly unstable and they would need to convert it into cash for that money to have real liquidity Also they been talking about as a form of exchange for for and it still t been adopted There s no upside to as a way to send money and lots of,-1
Far too many,-1
I am yet to see any useful use case come out of that can t be done without it easily People will jump on decentralization but it won t remain its already getting more and more will never let it be a happy playground for so that point is already dead Aside from that its basically useless,-1
I have buy spread across Bear market game Accumulate,1
And it s going to go up I might get on but is the best smart contract platform right now With the amount of and smart it there s no competition,1
is a long term investment In this dip are panic selling Which is a good thing as this is opportunity to buy low and sell high in future It s the game of patience More you hold more you gain,1
Do out billion before collapse is the biggest con job in history,-1
are based on in the work of You have which loan money to who make sure of those funds and pay you interest out of their You have which invest in and then share in their t have any underlying assets There s no company doing work generating to generate value interest or The value is wholly based on confidence in th value of the There s no real value or work being done to convey value Because of the way it value it s more like a scheme than an investment Because of that I don t like seeing people recommend it as an investment because there s no floor in the value There are no assets or or to drive the value so a serious crisis in confidence could see the value fully collapse to zero With proper there s a floor the value of the underlying assets within the may trade above that based on of future success but there is a floor and you know that in any market crash your assets may become for a while but they exist as in tangible with tangible and assets it s too close to a scheme and there re no assets or driving the value,-1
access to banking like for people who currently have no access to cheap of money like to family abroad smart ownership information reducing need for expensive I see as the new industrial revolution the new It s the next step in how we live I believe that in ten fifteen we will look back to society without everywhere the same way we look back to society without We remember what it was like but going back is just about impossible and our don t understand it at all,1
that don t have traditional but have will be able to conduct business a lot more efficiently,1
For me I see it as a completely speculative asset I bought some in the past made a bit of money off it and sold What I don t like about it Because it s so immature it can be to oblivion Also that it t have any sizeable use yet other than trading it and money I can t see it becoming used as a currency as deflation inherently built into it as well as its price volatility is an impediment Also the story of store of value is weak when you consider that its price massively unlike traditional assets The only thing I can see is international but this will end up being done without needing any of the out there No matter what the narrative I feel and believe that everyone is just holding to their then dump their to someone else who s to do the same As there is no underlying asset to underpin the value of the coin other than supply and demand if demand the price will as well It s open to manipulation insider trading and so forth These have been largely regulated out of the mature stock while is the Wild West right now It s not diversified enough A tracker find of while something like that t exist in the sphere to provide a notion of stability It s like in a super volatile stock I d be happy to speculate with some play money but it s lack of regulation is me off from making it a primary investment choice,-1
Soon goes to zero,-1
t s a hustle it s not an investment You only have to look at the way it s on social media where its with all the enthusiasm that used to peddle snake oil in olden days It s a gamble where you hope to find some mug willing to pay more for it than you did and you re not the one that is left holding the bag It no intrinsic value and despite all the white in the world it t do what it on the tin People who have it have it purely for convincing an idiot to pay more than they did People argue how the are and how it s all money yet they constantly do nothing but compare the value of the they own to fiat because basically it no purpose and outside of true which at least can be used for a cheap way to transfer money without the risk of their value within because of its volatility never will I own but at least I m honest and say the reason I do it is because of the sole purpose of that the money that s in other up in mine I don t like far to many do especially those in like Doge and,-1
The around is a very very bad thing Why someone would throw down or even of on a monkey that exactly like five thousand other except with different color teeth is beyond me The current market is a giant bubble ready to burst When it does it will punish those who create that are actually unique and artistic rather than just being randomly of the same image,-1
I still yet to hear a use case that would cause me want to own Even if I were living in and trying to safeguard against inflation I would still buy Who something that in a matter of,-1
Its potential to both disrupt and offer and on a blue ocean level And I m excited to see how the will change gaming in the coming decade,1
And no are made from a coin,-1
People don t want to lose all their money with a typo,-1
is it some it a won t be sorry,1
is so good because it the highest level security its You also didnt mention scaling in which will help along with help scale It is false to say it limit you can build on top of and extend its capacity There is a reason why is choosing to have their community by Its high are a result of so many and fighting for its limited Although are high now i expect in once scaling in mature and deliver will be extremely low as will not be with but will be other for general interaction This is why i think is going to k in the medium term because seem to think it will be this way forever and cant look the immediate in short term Because who want the best security will use and eventually theyll be able to do it at very very low cost All while the security of on these ls It zero sum and i see other widely used due to the huge in of demand for but if and ls all come together then the main negative and think probably keep price down and stopping growth are fixed and i see really coming into its own over a,1
Who is still in this Artist coin,-1
Too many no inherent value by the financial I rely on used by seemingly random value mostly based it on the market environmental impact,-1
Cause a future payment talking about here are be B through we can have finance effectively cutting out the middle man bank and start earning yield on our assets,1
People have used salt as money Because money is what we call the good or tool that is used as money The is used to store value To exchange for other goods As a unit of account A goods or tool becomes money when it is used as money In a prison becomes money when that is the goods used for money Different goods or can be better or worse money depending on the it There is no requirement that it to be tangible or physical The are that is to do its job more or less It to work as a Store of value of exchange Unit of account And to do so it to be fungible transportable and durable easy to verify all those and is designed to excel at all of them Some say it does not store value because it is too volatile but does not contain volatility the volatility is by other And volatility is not a problem as long as it in value or increase in value between time A and time B the volatility in between does not matter at all So far that could require that you hold it for more than but it will go down and become better and when it does it becomes even more valuable as more and more people see that it is here to stay and see that they can trust that it value and even increase in value So far it have and it like a given that it will continue to work and I would not bet against Gold is not bad but today it does not work as a of exchange for daily and it probably can not as people will not go back from digital Digital is superior at saving time and being verifiable what is money,1
The problem is not so much that these of don t do anything it s that they all do the same thing So many of them are just copied and pasted with little or no difference and that use for each one The market is diluted and that many will just fade into obscurity,-1
I like the nature of and the gains are nice too,1
Just added Mil to my bag Long term stay strong Bing Boom,1
Almost as bad as APE With this you expect it to fail With APE though you never know when they are going to pump it and dump it,-1
I bought just to surf on retard wave I do not to be long term investment and think vast majority people are there just for quick gains as well,-1
I found that nearly all are either useless or are only there to serve a purpose or problem that the other themselves create Like governance don t need those if no where you can lend so can borrow so they can Buy It s a nearly fully self referential and closed loop system I that got of all and about it and just be a cold blooded trader It,-1
to invest money in to but it is unnecessary complicated and expensive plus the you get with are most often just inflation everything it is accessible it is cheap it can return huge gains it and I know a thing or two about technology,1
have taught me ethics and economic culture how to control and taught me to be diligent to learning also and that s why I m learning Muse before in though it s looking promising,1
Better on investment than stocks although more volatile Borderless Far better than leaving money in the bank Protection from inflation of my local currency my local currency value like per fortnight at this point,1
Honestly the most attractive thing to me about been how it literally me to learn I got a half dozen and in a couple of really different I love learning clearly Everything I studied was in the pursuit of career because I also love making a comfortable living But I to learn all that stuff I put in time and money for a payoff It actively me to be learning about finance infrastructure politics sociology gaming art marketing,1
I first bought in I honestly just the idea of sending money in a trust less manner revolutionary to me and I was right,1
The intrinsic true value of all is That s not hyperbole that s just an objective fact about any virtual currency I guess the same is true of fiat money too In any big disaster scenario where society it s likely they would both become equally worthless pretty much immediately Even if the somehow continued running no one would be interested in your As soon as there is scarcity and insecurity on that scale physical goods are all that It s possible that gold could come into use but you d have to be confident that other people are interested in it before taking it yourself in an exchange because you may end up to death on a pile of shiny metal otherwise,-1
the most development going on and that s ultimately more important than the itself But it s not by most people right now It s not a finished product No can really justify it s market cap with performance at this point That s why people say we re still early there is speculative value on that may or may not pan out With the the best chance to be scalable and developer friendly,1
I use for that I can send of in under with zero,1
There s no winning with this unless you re extremely lucky Pure gambling,-1
Great post It s so easy to make money in with patience and a long time horizon Invest in sound during and plan your from now and not from now Be a patient value investor and stop trying to pick the winning this t a lottery ticket it s fundamental stop reading watching anything that this coin will X by this time stick to strong and you will easily X your in which probably t seem that sexy but is a remarkable return,1
is an immature market with a high degree of volatility With traditional you can hold for growth or you can day trade of people hold and even some of that probably t be day trading With there is no meaningful average return and this that is very difficult to fit within any accepted investment strategy,-1
the ust peg and to lose huge amount of money They will do anything and everything to recover money when push comes to shove,-1
I m also very excited for when from PoW to That should remove the criticism as several estimate a reduction of around in energy Furthermore is working hard towards improving its transaction rate which it will need if it to challenge the of visa or which process of magnitude more p s,1
bye bye,-1
going to smoke and still buy more,1
The situation not over the past Fortunately is here to give us an alternative to this system by us to take back the power over money,1
It is a currency yet no one it as a currency You can t use it to buy around town or from major you can especially in like is actually a great example of how it s good for the world because it they can feed their family off farming in rather than starve to death because of the dictatorship them,1
Environmental Impact alone the environmental impact Co of some small For a currency that is primarily used for value not this is incredibly problematic Assuming there will be no in efficiency proof of work is going to be with us and the long term value of news climate on climate and the environment Complexity My smart non techy friend literally just put k into s fund because he t trust himself to not make a costly error in the I advised him on He s in his early s and works for a tech company still not confident of in the themselves That s going to continue to be a problem of broad adoption This thread to on Warren for trying to regulate the space I think her heart is in the right place but often the wrong if we want broad adoption we need zero news of people getting rug hacked Regulation specifically around verification of project would be incredibly valuable to giving confidence in what they re prevent people from being rug and becoming a detractor Little edge case consumer utility Self explanatory Until there are actual broad consumer market we re all still rolling dice in a casino,-1
It s going on sale I m get so fat on that when I sell it people are going to call me a whale,1
cool smart voting and what not and on the,1
Currency is only useful if it can be for goods and To an extent you can trade it to buy your local country s currency so that s cool but mostly right now it s too volatile to be reliable as a medium of exchange,-1
Well of are and scam,-1
I lost money on every single buy and have never sold,-1
is more like natural floating in your brain everyone the possibility to access it without cost You process it read it understand it then define it without any They can slow it down they can t stop the flow,1
Like traditional gold it intrinsic value it t produce anything or create cash flow and almost nobody to fully grasp how it works The underlying technology might prove to be tremendously valuable But at this point it s difficult to see why any one type of digital coin should be considered so valuable without much obvious non illicit utility,-1
Personally i invest in and Reason Diversification If the trend of getting everything and the whole thingy then gains will also continue The rate of adoption is increasing consistently is a whole new ecosystem with insane amount of Sure other better could replace it but so could a better search engine replace and yet I m not too worried about that is the first real money property store of value whatever you want to call it which you complete control is and predictable you can see the code,1
This is only a problem to those who don t understand the full potential of is non permissioned non lightning pure trade If for whatever reason this is valuable to you you will spend your and if is more valuable to you than fiat you will replenish your by more See how that works If you would rather not have some looking over your shoulder for every payment you opt to pay in Just saying,1
The drug and dark web and the money They really making look bad,-1
No t safe at all Between the volatility and other if there s one thing we don t have is safety Thus the higher are what make this market survive,-1
The best thing about I earn more per week than I did for the last of interest the bank was giving me combined are literally robbing people of their money they are running one of the most successful in the world,1
I been for and it going up no matter what is said and no matter How volatile it is of that alone is proof enough for me that t going anywhere,1
Love it The tech is just so damn cool mixed with all of our current and upcoming It s continue to be a wild ride,1
Diversification to me that it recently got enough traction that it won t die lots of young people believing in it can buy more and more and traditional finance people it Also it s just cool That said it s only a tiny part of my portfolio though rising despite not paying in and I m prepared for it to go to,1
going to get but it s not It s speculative Look at the top you can invest in around then look at of from that era are still around look how many that were popular that are still known it s less than With higher risk comes higher reward but don t let that blind you from the fact that are the investment there is,-1
The ultimate gift to money tax and As if it t easy enough already Pyramid and other of large scale fraud have never been or easier Super easy to lose everything to or an exploit Energy consumption of PoW A new avenue for gambling to be or suffer relapse Beyond the rug and most are still massively inflated because the vast majority of know about and just want to get rich quick,-1
Me the coin,1
The biggest con job in history More than Do Nobody your,-1
is bad for the environment because mining and transferring essentially getting and sending to someone else a lot of energy Essentially a computer to do a bunch of really complex math and those draw a lot of power,-1
I would say of all the currency s out there it s a sad fact that we are lucky if half of them are safe,-1
Two free fall,-1
I came into the like ago too late I know and for me it have been of constantly learning about everything from like say the tech behind the different and also how the bank s are screwing us over all The Time In many So for me is a way to try to get economically independent from the bank s Why would I keep my money in the bank s so they have more money to play with so they can become and they me nothing back them Before i I money on useless Now I think twice before spending I am very humble and thankfully to this sub Thanks,1
The only times I ever used is for gambling and illegal Even then it was a ball ache to get sorted,-1
I own and consider it a massive risk Hell Tether is probably based on a fiction and can tank the whole thing I don t trust any one financial advisor especially in,-1
Money Mate We re all here for the Money But at some point you just have to love the tech And Looking at and how they aim to intangible assets em It s an interesting move for as a whole,1
why I don t like ethically financially and technologically proof of work mining e g ungodly of electricity until the world is mining more useful work and thus and capacity proof of space is the same but for making the world a worse place by driving up storage for everybody coin speculation is a massive scheme and no fan this the e g network throughput is of which would merely be hilarious if it t burning as much coal as just on pure waste production is to generate between and million metric of carbon dioxide a year or between the produced by Jordan and Sri a study in scientific journal Joule found source ie this game is an entire additional country of environmental damage for no useful gain no one found an actual use for any of it except for drug dealing which niche since is massive distributed public ledger the level of market manipulation and accounting fraud by Tether and now coin admitted lying about the backing would normally send people to jail but for some reason got a free pass the marketing by who only hope to enrich themselves by another layer to the pyramid the endlessly stupid it where is seen as a solution to anything aside from the niche case of distributed tamper evident journal it single made mass international a viable business model by a way to receive cash outside the banking system the general enablement of all of e g the endless on this very It t nearly as secure as people think it is Any determined state actor could subvert the network Deflation t actually a good thing in a currency It ultimately the wealthy who can hold and dont need to spend Mining proof of stake or work allow the wealthy to invest in mining equipment to control or dominate the market Ultimately no government on earth is going to give up its monetary policy as that is a key lever of control essentially everyone involved at this point is just trying to hustle the next generation any hope any of it would serve as a useful technological or financial system gone the massive of how in particular works despite it does not offer any of the following anonymity the entire is public and diligently on millions of distributed freedom a small number of mining control almost all the hash power and normal people use one of ten currency for everything anyway unencumbered it s comically slow and inefficient convenient are unwieldly for normal people no reversibility store of value volatility is hilarious and all anyone about us I do like about is pretty clever smart are pretty watching people learn of history of why we have banking regulation in a single decade been fun there will be some massive financial to watch that will mostly only harm people who did not read my previous list the state of every single exchange either getting or exit their own was quite funny in retrospect to u for some extra I used to just think was a fun hack but a bad idea for the but I m now pretty convinced it should be purely on resource grounds since it impossible to force the to be It s possible that someone will invent a that s efficient to a level that it s not morally reprehensible to use but how would it take off the want to succeed purely because they re the top of the pyramid and also selling the and so now anything new to compete the real financial sector and the,-1
Um what is constantly being and Taproot was pretty huge,1
I don t think so recover All going down and down,-1
I suspect that WILL succeed but for none of the most people talk about DOES have an inherent value Its inherent value from its distinct it is uncontrollable and easily launderable is the perfect underground currency You can sell with it You can prostitute with it You can sell murder with it will have value not because it any inherent worth but because it will be the only currency you can safely use to conduct illegal Want on the corner of FU and Convert your to pay in and presto happy ending for you The value of the will eventually be set by the flow of money through the currency in the pursuit of illicit goods Let s say the daily illicit through transaction market is M That every day M worth of are bought used to purchase illicit goods and and then sold back into Thus however many unique happen to be on the market that day they will in total be worth M,1
all of our If we re on here we re interested enough in to have most likely in it Some may be better than but I m just glad we have a space where we can all talk about with,1
and the rest of the market weathered an unbelievable amount of FUD for around ten guess what its still here and some of its biggest are now embracing the tech The impact tech will have on stuff like Web AI supply chain to name a few is immense to compare the market to is just ignorance,1
He pretty much from the world I guess lost to this prick,-1
It s a trap,-1
The,-1
is slow and expensive It to be slow so that can be expensive have to be expensive so that they sufficiently people to stake mine and secure the network There s no recourse in of fraud It s an extremely inefficient and uncompetitive system by design,-1
Only because of making me money I don t hate the and I don t hate I want to buy land and I mine that thistle bit I have turns into a lot I don t worry about my earnings and I will gladly pay like I have my whole life,1
While you can trace a common thread from the counter culture of s through to today s Silicon Valley ethos it remains indisputable that inspired great music and art while just given us monkey,-1
to the moon,1
Just hold your bag and have an exit strategy the good thing about this new proposal is that you don t need to to implement the burn for this new one the code is already written just needs the community to approve it and so far have yes,1
The total lack of intrinsic value If you re or currency backed by a economy there will always be some intrinsic value so during times of low value you can onto your investment and wait out the storm A investment could go up in smoke and you could lose everything,-1
Being able to send funds to another country instantly and without environmental impact through a clean mobile wallet interface And knowing that there is zero inflation on a secure network so my funds are safe from theft and inflation me a warm fuzzy feeling every time,1
Yeah but luna is going down the sh t sh t hole,-1
More like Out of thats still being very generous My honest belief is that about have actual utility,-1
Because it s based on nothing but belief that it a future I think the level of risk involved the associated shilling manipulation people to dislike it It could easily go to tomorrow and you d be left with nothing Perhaps worth a punt though but it s not as sound as other on here,-1
does not need the approval of is the people s currency by the people Its existence is made legal by the choice of the people derive their power from the people and will have to accept the will of the people That is the way it is,1
itself will implode if goes down too will take a beating will be lost Now we know why made those,-1
The real beauty of is how it cant just be printed up by the government,1
resisting very hard i think it will pump a lot once the market turns positive,1
It s be the currency of the world And we definitely are moving towards that Giant are their on it meta also logical from growth standpoint From text only to moving this is the next logical step,1
I prefer gold investment trading,-1
access to a global currency which up outside of local fiat It s amazing seeing people across different cheering on the same currency as me,1
pathetic,-1
Those useless stupidly greed that boast you see continuously on r are absolutely not a safe investment,-1
Another waiting to collapse like,-1
The ecosystem more not just than any competitor it more than every other smart contract platform combined excluding it more than every other combined The result of all those is innovation Every advance in first on other have their own but they are almost exclusively of that were first in The amount of value locked in just on is double that on every other chain combined,1
Added M on this dip to put me at M Now I only need M more to get me to my B goal,1
Life support,-1
biggest pyramid scheme in the history of the world very impressive no,-1
It s the community and the tech The tech to build powerful The large community of building the large community of them The large community of to build which and so on and so on and are difficult to reproduce and migrate This is why the most successful alternative have to and are compatible with the so that all the same and also work on their network is at the center of all of this,1
is pure potential It hope to the and does not discriminate Its not racist it t give a what your preferred pronoun is Its algorithmic equality It s a of tech A virtual revolution that will literally reshape the world Adoption begun and we are further than everyone will try and stop the revolution but it is too late The downtrodden will rise The oppressed will stand in unity Oh And it made me rich Not just Fiat but rich with knowledge acquired learning to trade and do TA how to better budget and how to plan for my future and my s Hopefully to come,1
Interesting Of course people who made money on are going to vehemently disagree with you I have about of my portfolio in and While I fully understand it s risky I strongly believe it will be profitable in the long run,1
,-1
I find as a reward for protein folding folding home a neat use of There are a lot of research that can benefit from compute power machine learning so hope we see this type of business model replicated in other,1
taught me very much too not in but also life in general I stopped smoking and spending my fiat for useless stuff but learnt to be more humble thrifty and live more healthy I am very grateful for and I m always happy to see doing good too,1
It scratches my gambling and it myself learn about and economy in general,1
Dump it It s a coin,-1
This is pretty big news Love to see utility even if it s a bearish market overall Out of fiat to now might just convert my to get some more,1
